赋灯（七岁作）（宋·宋翔）　　五言绝句　押阳韵	景景照幽房，荧荧吐焰长。昔年江上女，曾向乞馀光。
绍兴乐府（宋·宋翔）	天意回，皇母归。戢烽燧，敞宫闱，朝阳赫奕明鞠衣。惟皇之孝，惟母之慈。陈仙仗，荐寿卮。从之冢后与庶妃，奏之九成与咸池。沓珍瑞，骈福祺，山陬水裔咸熙熙。惟天之象，与帝之宜。千万年，无穷期①。
