掬水月在手（宋·朱少游）　　七言绝句　押歌韵	十指纤纤弄碧波，分明掌上见姮娥。不知李白当年醉，曾向江边捉得么。
芭蕉（宋·朱少游）　　七言绝句　押庚韵	剪得西园一片青，故将来此恼诗情。怪来昨夜窗前雨，减却潇潇数点声①。
