法意句格送求僧行者（宋·释普闻）　　七言绝句　押陌韵	山林夜雨厌孤寂，春风几番沙草碧。衣盂无计若为传，负舂空坠腰间石。
效意境格二首（宋·释普闻）　　押虞韵	水阔天长雁影孤，眠沙鸥鹭倚黄芦。半收小雨西风冷①，藜杖相将入画图②。
