官柳（宋·张琰）　　七言绝句　押覃韵	不见桥东黄布帘，树犹如此我何堪。袅袅亭亭忒无赖，又将春色误江南①。
出塞曲（宋·张琰）　　押有韵	腰间插雄剑，中夜龙虎吼。平明登前途，万里不回首。男儿当野死，岂为印如斗。忠诚表壮节，灿烂千古后。
