寿广东陶漕（宋·徐泳）　　七言绝句　押先韵	龟灵鹤爽一臞仙，膝上横桐漱玉泉。闻道妙堂访耆旧，未容归种石庄田。
访孔文学（宋·徐泳）　　七言绝句　押麻韵	山绕晴溪水绕家，市槐坛杏夹溪斜。门庭不剪青青草，留待春风两部蛙①。
