题长兴吴城（宋·邵缉）　　七言绝句　押庚韵	高台无地曲池平，漂泊勾吴宿古城。一岸湿云沈夜色，四山凉叶下秋声①。
满庭芳（宋·邵缉）	落日旌旗，清霜剑戟，塞角声唤严更。论兵慷慨，齿颊带风生。坐拥貔貅十万，衔枚勇、云槊交横。笑谈顷，匈奴授首，千里静欃枪。荆襄，人按堵，提壶劝酒，布谷催耕。芝夫荛子，歌舞威名。好是轻裘缓带，驱营阵、绝漠横行。功谁纪，风神宛转，麟阁画丹青。
