金石台（宋·林梦英）　　七言绝句　押删韵	云作岩扉风自关，清阴半壑树中间。傍厢更著茅亭好，放入西南一面山。
碧涧书堂（宋·林梦英）　　押铣韵	临川遇邹君，示我铜陵辨。相邀游其间，百闻须一践。自从双耳聋，已办两足茧。武夷乃招隐，仙都辄策蹇。遥睇麻源村，梦思劳辗转。今披碧涧记，华冈订讹舛。疑信吁莫论，是非争之褊。但欣泉石奇，堂成书可辇。晁侯云梦胸，妙处参坟典。家有万竹坡，琳琅閟营剪。徘徊康乐旧，此兴尤不浅。人生贵自得，假物非至善。山川侈遭逢，所托各偕显。严光钓越滩，叔子登楚岘。气象不低摧，吾徒志当勉。相思邀未到，烟霞自舒卷。唯应原上月，共照人孤狷。
