句（宋·释重喜）　　押删韵	行到寺中寺，坐观山外山（游蕺山上方院）。
颂（宋·释重喜）　　押东韵	地炉无火一①囊空，雪似杨花落岁穷。乞得苧麻缝破衲②，不知身在寂寥中③。
