赠喻化成（宋·彭乘）　　七言绝句　押真韵	不见陵阳喻化成，令人西望愈伤神。近闻养素多栽药，耕破青山十里春①。
句（宋·彭乘）	汤汤散作家家惠，莫与贪泉一样看（蒙泉）。
