岁熟（宋·赵彦迈）　　七言绝句　押庚韵	蕞地曾无一掌平，由来作郡亦强名。峰连万翠山横障，川合三溪水绕城。
句（宋·赵彦迈）　　押真韵	风俗连巴楚，封疆接播溱（溪堂）。
