陕府铁牛（宋·释景祥）　　五言绝句　押覃韵	尾在黄河北，头枕黄河南。善财无鼻孔，依旧向南参①。
偈（宋·释景祥）	灵山话，曹溪指，放过初生斫额底。未问龙眠老古锥，昨夜三更转向西①。
