剑池（宋·徐忻）　　七言绝句　押寒韵	剑去池空一水寒，游人到此凭阑干。年来是事消磨尽，只有青山好静看①。
句（宋·徐忻）　　押元韵	著衣轻有晕，入水淡无痕（雪）。
