山光寺（宋·释法芝）　　七言绝句　押阳韵	扁舟乘兴到山光，古寺临流胜气藏。惭愧南风知我意，吹将草木作天香①。
句（宋·释法芝）　　押侵韵	淡游聊得慰孤闷，谁问当年寄老心①。
