端午帖子（宋·赵彦若）　　七言绝句　押虞韵	扬子江中方铸镜，未央宫裹更飞符。菱花欲共朱灵合，驱尽神奸又得无。
句（宋·赵彦若）	江心百炼青铜镜，架上双纫翠缕衣（端午帖子）。
