题曾氏诸帖（宋·陈世崇）　　七言绝句　押元韵	南丰而后艇斋君，忠义词章萃一门。手泽流芳凌劫火，钦承犹得到来孙①。
元夕八首（宋·陈世崇）　　押东韵	看灯螃蟹月前供，迓鼓金销画领中。帘捲重楼灯乍试，柳稍风暖雪初融。
