题织女祠（宋·范某）　　七言绝句　押真韵	商飙初至月埋轮，乌鹊桥边绰约身。闻道佳期唯一夕，因何朝暮对斯人①。
句（宋·范某）　　押盐韵	疑有仙人真影在，故垂百尺水晶帘（一匹绢）。
