望江南/忆江南（宋·王齐叟）	居下位，常恐被人谗。只是曾填青玉案，何曾敢作望江南。请问马都监。
失调名（宋·王齐叟）	蹙绣圈金，槃囊密约，未赴意先警。欲罢还休，临行又怯，倚定画栏痴等。帘风渐冷。先自虑、春宵不永。更那堪、斗转星移，尚在有无之境。绿云满压蝤蛴领。惭愧也、满怀香拥。此际有谁知证。但楼前明月，窗间花影。
