饮城楼（宋·李振祖）　　七言绝句　押麻韵	山外晴云数点鸦，寸心芳草共天涯。夕阳城上游人少，十二栏干杨柳花①。
浪淘沙令（宋·李振祖）	春在画桥西。画舫轻移。粉香何处度涟漪。认得一船杨柳外，帘影垂垂。谁倚碧阑低。酒晕双眉。鸳鸯并浴燕交飞。一片闲情春水隔，斜日人归。
