宁师西阁（宋·赵善应）　　七言绝句　押寒韵	飘泊南来几岁寒，追谈往事漫心酸。云烟暮隔中原望，归折梅花忍泪看。
次韵李长卿（宋·赵善应）　　七言绝句　押先韵	一别芳洲不计年，旧时攀折柳依然。故人似欲撩诗兴，剩折梅花向酒边①。
