书蔡元长堂（宋·释妙应）　　七言绝句	相得端明似虎形，摇头攞脑得人憎。看取明年作宰相，张牙劈口吃众生①。
句（宋·释妙应）　　押元韵	姓名不过程家渡，出郭犹行十里村①。
