游东禅寺（宋·徐大方）　　五言绝句　押元韵	溪流□□韵，路入□□根。刘阮□□□，萧疏松石门①。
送程给事知越州（宋·徐大方）　　七言排律　押庚韵	昨夜除书下太清，一麾千里拥双旌。漠符出守朱轓重，越邸怀章昼锦荣。青琐窗深传夕拜，红莲幕下得时英。稽山寻胜穷幽窈，禹穴采书极粹精。贺老清虚陶内景，微之惠爱浃舆情。舍人早促还朝计，旦暮追锋柄宰衡①。
