初凉（宋·吕钦问）　　五言绝句　押支韵	西风吹木叶，庭户乍凉时。夜有愁人叹，寒先病骨知①。
无题（宋·吕钦问）　　七言绝句　押先韵	彭泽有琴尝无弦，大令旧物惟青毡。我亦四壁对默坐，中有一床供昼眠。
