白鹭（宋·曾安强）　　五言绝句　押尤韵	其外殊洁白，俯风临清流。其中乃贪秽，尽日鱼虾求①。
句（宋·曾安强）　　押东韵	何尝释书禁，新学破盲聋（读资治通鉴）。
