鹭鸶（宋·曹衍）　　七言绝句　押鱼韵	波澜静处立身孤，氄雪攒霜腹转虚。尽日滩头延颈望，能销大海几多鱼。
贫女（宋·曹衍）　　七言绝句　押支韵	自恨无媒出嫁迟，老来方始遇佳期。满头白发为新妇，笑杀豪家年少儿①。
