三河道中（宋·王晖）　　七言绝句　押先韵	龙丘风土类中原，雨势山开百里川。白鹭水田摩诘画，桃花溪洞武陵船。
龙游道中闻雁（宋·王晖）　　七言绝句　押微韵	避寒来热稻粱肥，水远山长结伴稀。已是江湖远行客，双双犹是向南飞①。
