多岳先生祠（宋·费德厚）　　七言绝句　押东韵	天荒初破起乡风，东普声名日愈隆。回想国人矜式处，先生功倍蜀文翁。
贾浪仙（宋·费德厚）　　七言绝句　押侵韵	仙游谪下可能禁，多少名山助苦吟。千古断碑犹有恨，推敲无字到于今①。
