福应山（宋·杨崇）　　七言绝句　押寒韵	清风送月上栏干，云雨溪流破玉寒。我有三峰高兴在，漫堂聊作画屏看。
南峰桃花洞（宋·杨崇）　　七言绝句　押东韵	水缚山腰点万松，云扶翠岫插寒空。此溪定入桃源去，时见波间有落红①。
