卧龙潭（宋·陈范）　　七言绝句　押侵韵	半岩欲堕潭渚深，昼阳不到午阴阴。洞箫一曲瑶笙断，千山万山云水沉①。
句（宋·陈范）　　押虞韵	倘来轩冕心无必，见在诗书足自娱（病中作）。
