山居 其一十一（宋·淳藏主）　　七言绝句　押尤韵	幽岩静坐来驯虎，古涧经行自狎鸥。不是忘机能绝念，大都投老得心休。
山居（宋·淳藏主）　　押侵韵	拙直自知趋世远，疏愚赢得住山深。现成活计无他物，只有鳞皴杖一寻。
