登妙高亭（宋·张嗣古）　　七言绝句　押删韵	雨馀山石洗孱颜，卧虎蹲羊各自闲。杖屦贪穿秋色好，不知衣惹藓痕斑①。
雪谷潭（在仰山上）（宋·张嗣古）	崎岖鸟道开烟萝，长松偃蹇声荡摩。白龙怒吼挂绝壁，苍兕离立迎清波。枯筇拄破青苔色，雷雨收功神敛迹。穷源不得空归来，掬雪抟珠三太息①。
