长桥（宋·张亢）　　七言绝句　押豪韵	云收雾霁水风高，百丈虹桥气势豪。疑是玉龙藏爪距，潜来江上看波涛。
句（宋·张亢）　　押庚韵	张亢触墙成八字（王琪），王琪望月叫三声（张亢）。
