次韵穆父兄见寄（宋·钱和）　　七言绝句　押真韵	乌衣巷里走双轮，正是家山二月春。明日湖平定归去，蓬莱还见谪仙人①。
浯溪（宋·钱和）　　七言绝句　押支韵	唐室中兴颂德碑，元颜文字孰宜为。天齐崖石磨镌久，万世功名不可隳①。
