偈二首（宋·释慧琳）　　押药韵	有漏笊漓，无漏木杓。庭白牡丹，槛红芍药。因思九年面壁人，到头不识这一著。
颂古二首（宋·释慧琳）　　押阳韵	五凤楼脱问洛阳，金鞭遥指御街长。春风是处华争发，游子年年忆故乡。
