题崇兰馆圃（宋·赵子昼）　　七言绝句　押侵韵	胜境兹辰得重寻，唤人同厉碧溪深。两公未遽嘲糠秕，旧悉山林勇往心。
泛舟鉴湖同程致道赵来叔联句（宋·赵子昼）　　押文韵	无正文。
