吊琼花（宋·丘静山）　　七言绝句　押寒韵	仙种花移上苑难，紫琼谁复对花弹。玉魂不返东风老，二十四桥明月寒。
客鄞江（宋·丘静山）　　押阳韵	山寒无美色，风物更凄凉。天地忽岁穷，弟兄皆异乡。酒醒衣絮薄，月死夜更长。闻有家书□，敲门唤隔房①。
