同庆府（宋·鲁百能）　　五言绝句　押齐韵	山占仇池地，江分白马氐。潭深龙自蛰，亭迥凤曾栖①。
醉仙崖（宋·鲁百能）　　七言绝句　押青韵	高倚青冥插酒星，山崖谁作醉仙形。从来天地为衾枕，应笑人间有独醒①。
