歌（宋·开禧牧童）　　七言绝句　押尤韵	朝出耕田暮饭牛，林泉风月共悠悠。九重虽窃阿衡贵，争得功名到白头。
句（宋·开禧牧童）　　押东韵	玉津园内行天讨，怨血空啼杜宇红①。
