邵武（宋·叶仪凤）　　七言绝句　押删韵	溪上千峰碧玉环，瞰溪台榭紫云间。鸟啼花落非人世，似在金鳌山上山。
句（宋·叶仪凤）　　押支韵	天钟秀气魁文陛，地②涌仙源接武夷①。
