偈（宋·释世奇）　　押齐韵	梦中闻版响，觉后虾蟆啼。虾蟆与版响，山岳一时齐①。
临终偈（宋·释世奇）　　押东韵	诸法空故我心空，我心空故诸法同。诸法我心无别体，只在而今一念中①。
