送道友（宋·释道谦）　　七言绝句　押灰韵	二三尺雪山藏路，一两点花春到梅。将此赠君持不去，请君收拾早归来①。
颂古七首（宋·释道谦）　　押尤韵	贤圣劫来未曾杀，而今断这一刀休。果然葛怛胸中落，笑杀灵山老比丘。
