致爽斋（宋·杨王休）　　七言绝句　押鱼韵	翛然一宅一编书，举世何人得似渠。三十六峰峰下路，清溪绿竹绕楼居①。
凿温岭（宋·杨王休）	黄山形势南如窝，四十馀里趋丹河。年年七月八月雨，稻田瀰涨漫风波。异时都水使者至，东开铁场分水势。地绵力短功未成，尺一催归卒吞志。旧画茫茫如弃井，百年遗恨如灰冷。我来吊古更穷源，并水沿流至温岭。岭之首尾少低昂，如衡称物锱铢强。外即大海枕平麓，相去往往寻丈长。天造地设巧乃尔，胡为弃此而取彼。兴废成否抑有时，不独今非古皆是。此来经营烦令君，便有异议争云云。常情自古惮谋始，岂料疲秦终利秦①。
