和刘后村梅花绝句（宋·黄珩）　　七言绝句　押麻韵	丰钟逐散晓云遮，我欲伸冤玉帝家。青女一身都是胆，年年随下月偷花。
句（宋·黄珩）　　押东韵	真色果无描写法，汉人枉自杀毛公①。
