华清怀古（宋·李周）　　七言绝句　押青韵	胡雏铁骑正纵横，环上罗衣血染腥。蜀道归来应悔祸，香囊特地泣娉婷。
双桧联句（宋·李周）　　押觉韵	古宇列双桧，森郁攲檐角（古）。高干若偃盖，低枝罗翠幄（周）。叶硬攒猬毛，子圆如雀壳（诊）。盘根虽轮囷，呈才终卓荦（邵）。枯冬傲霜雪，炎夏宜雨雹（致祥）。苍皮绕龙蛇，危巅巢鸑鷟（古）。岁寒知后凋，清风到先觉（周）。月涵烟影孤，雨溜苔藓驳（诊）。愿逢繁辂用，勿使为榱桷（致祥）。春姿笔工偷，风韵溪虎学（古）。松筠比节操，虫鸟敢蠹啄（周）。黛色晚山分，清香朝露濯（诊）。桃李耻妖饶，椅梧羞龌龊（致祥牺尊虽备仪，真性恶剪斲）。古）。俗名强雌雄，奇胜重古朴（周）。气势已千寻，栽培从一握（邵）。五松惭忝位，秦封受殊渥（致祥）。
