答讲僧（宋·朱炎）　　七言绝句　押东韵	四大不须先后觉，六根还向用时空。难将语默呈师也，只在寻常语默中①。
句（宋·朱炎）　　押侵韵	古人不到处，吾子独留心（赠史骧）。
