诗一首（宋·李安期）　　七言绝句　押东韵	江左君臣笔力雄，一为宫体便移风。始知姬旦无才思，祇把豳诗咏女功①。
赋白鹭（宋·李安期）　　七言绝句　押庚韵	渔父家风不设罾，锦鳞为饭水为羹。银袍祇当蓑衣著，自在江湖过一生①。
