升香林洞（宋·黄初庵）　　七言绝句　押灰韵	日射岩扉晓雾开，杖藜拄石破苍苔。一双蛱蝶随人去，知是香林洞里来。
题灵鹫寺（宋·黄初庵）　　七言绝句　押青韵	屋畔危岑耸佛青，客归僧定掩云扃。洞猿窣窣循墙过，几上偷翻贝叶经①。
