和忠道者牧牛颂（宋·释天游）　　押寘韵	两角指天，四足踏地。拽断鼻绳，牧甚屎屁。
偈四首（宋·释天游）　　押尤韵	质库何曾解典牛，祇缘价重实难酬。想君本领无多子，毕竟难禁这一头。
