赠吉甫侄（宋·吕川）　　七言绝句　押先韵	峨眉月浸千秋雪，太华峰摇十丈莲。一见升平玉清客，雪莲声价顿销然。
赠致仕郭朝议（宋·吕川）　　七言绝句　押真韵	漫道任公钓有神，六鳌无迹海生尘。争如静卧南窗下，兰菊从教秋与春①。
