临终诗（宋·王楙）　　七言绝句　押先韵	平生不学口头禅，脚踏实地性虚天。临归不用求缠裹，趁著帆风便上船①。
望江南 寿张仪真（宋·王楙）	三杰后，福寿两无涯。食乳相君功未既，妩眉京兆眷方兹。富贵莫推辞。门两戟，却棹一纶丝。莼菜秋风鲈鲙美，桃花春水鳜鱼肥。笑傲霅溪湄。
