偈三首（宋·释有权）	黑漆昆崙把钓竿，古帆高挂下惊湍。芦花影里弄明月，引得盲龟上钓船。
颂古十一首（宋·释有权）	石上栽花分外奇，枝头春色暗芳菲。馨香遍界无人嗅，一任狂风取次吹①。
