神剑颂（宋·勇禅师）　　七言绝句　押歌韵	提得神锋胜太阿，万年妖孽尽消磨。直饶埋向尘泥里，争奈灵光透匣何①。
颂一首（宋·勇禅师）　　押庚韵	胡孙儿子太惺惺，爱弄千年鬼眼睛。不现宰官身说法，时时来我顶头行①。
