钓鱼台（宋·任逢）　　押梗韵	不慕渭水滨，岂借严陵境。巨人留神迹，持竿钓月影①。
句（宋·任逢）　　押阳韵	纵无渭水周家望，合有严陵汉室光（游钓鱼山）。
