偈（宋·释慧昌）　　押东韵	担板老翁，性本虚空。永劫不死，明月清风①。
慈母画像赞（宋·释慧昌）　　押覃韵	前身女，后身男，清净摩尼触处参。应现顿忘前后际，从今青出胜于蓝①。
