废宫（宋·陶应雷）　　七言绝句　押歌韵	雨坏宫墙蔓草多，自披荒棘认铜驼。旧家游女知亡国，不唱春风缓缓歌①。
古诗二首（宋·陶应雷）	晨选期门士，大猎南山阳。白日照旌旗，咫尺临清光。之子才且武，结发在戎行。控弮拉罴虎，馀勇殊未央。回车宴五柞，举烽令行觞。禾黍被中野，松柏生高冈。借问何所思，所思在冀方。彼美冀方士，安得同翱翔。峨峨切云冠，奕奕夫容剑。扬扬徒旅繁，济济驾紫燕。行行向双阙，去上未央殿。君明臣亦良，四海皆清晏。斋房多灵芝，郊薮凤凰见。群臣亦何为，称功劝封禅。中夜整冠带，览彼明月光。屏营不能寐，忧心独怦怦。危坐待月发，牵牛直南荣。盈庭树兰蕙，芬香日凋零。客行随所适，感物怀故乡。朝发雁门道，夕入兰台宫。佳宾会若云，列鼎吹笙簧。终岁极燕乐，保己有馀庆。
