岁饥太守春游呈以绝句（宋·霍洞）　　七言绝句　押真韵	朝来五马去寻春，谁信家家甑有尘。枕藉道傍宜细问，恐非芳草醉眠人①。
宿田舍（宋·霍洞）	北风吹晴屋满霜，翁儿赤体悲无裳。闺中幼妇饥欲泣，忍饥取麻灯下缉。一身勿暇私自怜，鸣机轧轧明窗前。织成五丈如霜布，翁作旋襕儿作裤。明朝官中租赋急，依然赤体当风立。
