颂二首（宋·释慧南）　　押尤韵	杰出丛林是赵州，老婆勘破有来由。而今四海清如镜，行人莫与路为雠。
偈二首 其二（宋·释慧南）	得不得，传不得，归根得旨复何言。忆得首山曾漏泄，新妇骑驴阿家牵①。
