临平山（宋·沈汝谐）　　七言绝句　押歌韵	山势分明饮水鼍，孤峰西转郁嵯峨。不须探问山童药，且揖朝来爽气多①。
冰谷泉（宋·沈汝谐）　　七言绝句　押虞韵	甃石才深数尺馀，一泓清冷若冰壶。泉源定与安平接，二水轻甘略不殊①。
