庄严寺海棠洞（宋·王瑜）　　七言绝句　押东韵	千株相对复相重，袅娜繁枝夹路红。疑是当时锦步障，至是留得罩春风①。
游华清留绝句（宋·王瑜）　　七言绝句　押真韵	废宇颓垣不复新，朝元辇道尽荆榛。惟馀一派温汤水，长与行人洗路尘①。
