向来（宋·赵师民）　　七言绝句　押真韵	向来情思已陈陈，旅思无端不及春。潘子形容伤白发，沈郎文字暗丹唇①。
句（宋·赵师民）　　押真韵	露台枉惜千金费，却把铜山锡幸臣①。
