偈（宋·释岩）	乾坤肃静，海晏河清。风不鸣条，雨不破块。春生夏长，秋收冬藏①。
偈五首（宋·释岩）　　押屋韵	雨后鸠鸣，山前麦熟。何处牧儿，骑牛笑相逐。莫把短笛横吹，风前一曲两曲。
