偈三首（宋·释元静）　　押青韵	君王了了，将帅惺惺。一回得胜，六国平宁。
颂古六首 即心即佛。（宋·释元静）	即心即佛，铁牛无骨。戏海狞龙，摩天俊鹘。西江吸尽未为奇，火里生莲香拂拂。
