往凤凰院观稼（宋·吴几复）　　七言绝句　押东韵	使旌巡稼欲观农，赏景留宾大衮东。溪锁豹眠闲雾露，台雕凤集旧梧桐。
句（宋·吴几复）　　押东韵	苍石皱文龙迹在，清泉涵泳海源通①。
