池上（宋·曹修古）　　五言绝句　押东韵	荷叶罩芙蓉，员香映嫩红。佳人南陌上，翠盖立春风①。
题清心堂（宋·曹修古）　　七言绝句　押支韵	天府鞠囚三节日，霜台待漏五更时。薰风一觉清凉睡，莫问浮名高与卑①。
