食米仓（宋·宋沆）　　七言绝句　押东韵	陋巷颜回独屡空，生涯惟在一瓢中。太仓腐粟虽山积，非义宁甘君子穷。
养蚕（宋·宋沆）　　七言绝句　押覃韵	男必耕耘女必蚕，古人尚尔我何贪。浴沂时候成春服，歌咏来归道味甘①。
